http://129.128.185.122/drugbank2/drugs/,DRUG
http://data.linkedct.org/resource/intervention/,INTERVENTION
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/,GENE
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/medicine,DRUG
http://www.drugbank.ca/drugs/,DRUG
http://www.genenames.org/data/hgnc_data.php,DRUG
http://www.ncbi.nlm.nih.gov/entrez/,PROTEIN
http://www4.wiwiss.fu-berlin.de/dailymed/resource/drugs/,DRUG
http://www4.wiwiss.fu-berlin.de/diseasome/resource/diseases/,DISEASE
http://www4.wiwiss.fu-berlin.de/diseasome/resource/diseasome/hgncId,DB_REF
http://www4.wiwiss.fu-berlin.de/drugbank/resource/dosageforms/,DOSAGE_FORM
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drug_interactions/,DRUG_INTERACTION
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/,DB_REF
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugcategory/,DRUG_CATEGORY
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/,DRUG
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugtype/,DRUG_TYPE
http://www4.wiwiss.fu-berlin.de/drugbank/resource/enzymes/,ENZYME
http://www4.wiwiss.fu-berlin.de/drugbank/resource/references/,DB_REF
http://www4.wiwiss.fu-berlin.de/drugbank/resource/targets/,TARGET
http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/Offer,DB_REF
http://www4.wiwiss.fu-berlin.de/sider/resource/drugs/,DRUG
